Title,Rating,Voting,Duration (min),Genre
Genis Aile 4: Cevahir & Ulvi,7.0,54,90,Crime
Lie Zhan,6.9,66,93,Crime
Gravediggers,6.5,30,91,Crime
Brattt,4.7,67,117,Crime
Second Life,6.7,49,105,Crime
Komandir,6.4,523,131,Crime
Spider-Man: Final Swing,8.4,10,153,Crime
Purushothamudu,7.4,14,120,Crime
Major Grom: The Game,6.1,1900,168,Crime
The Captives,3.5,66,73,Crime
Kuang Bao Ju Xi,5.9,72,75,Crime
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,35,71,Crime
Kamen Rider Gotchard: The Future Daybreak,7.9,71,63,Crime
Cholo Zombies,4.6,103,96,Crime
Average Student Nani,7.5,2200,138,Crime
Rob N Roll,6.1,1500,98,Crime
Usha Parinayam,9.0,2100,144,Crime
Itutumba ka ng tatay ko,5.3,31,109,Crime
Rathnam,5.4,3700,155,Crime
Emanet,7.9,31,97,Crime
Bheema,5.8,954,148,Crime
Petta Rap,3.8,1700,123,Crime
Pariah Volume 1: Every Street Dog Has a Name,6.9,388,138,Crime
Dark World,4.9,15,135,Crime
The Burden of Nine Lives,4.7,101,116,Crime
Pushpaka Vimanam,5.6,16,137,Crime
The Worlds Divide,8.1,39,120,Crime
Mega Twister,2.5,52,75,Crime
Dhaaak,8.6,24,128,Crime
Zénithal,5.5,84,80,Crime
"Bullets, Brothers and Blood",7.8,15,85,Crime
September Babies,5.8,289,94,Crime
Death Bitch,7.2,20,88,Crime
The Yoshi Movie,7.7,12,105,Crime
Angel of the Warrior,8.5,134,90,Crime
Kamen Rider Geats: Jyamato Awaking,7.9,75,54,Crime
Aho Vikramaarka,7.4,54,136,Crime
Villain - Life of a Gangster,8.9,157,141,Crime
Warning 2,7.1,887,125,Crime
Holy Punch,5.2,48,98,Crime
Iddaru,8.8,297,148,Crime
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,86,75,Crime
The Escapee 3: The Final Escape,2.6,64,83,Crime
Pungut,6.9,12,100,Crime
Hain,2.9,45,95,Crime
Rode College,6.6,429,168,Crime
Roxana,3.8,66,98,Crime
Neo-Dome,6.7,17,15,Crime
Artist Unknown,8.7,17,82,Crime
Naa Saami Ranga,4.5,1200,150,Crime
GATAO: Like Father Like Son,6.8,70,100,Crime
Special Needs Revolt!,9.0,6,113,Crime
Inanimate Insanity II: The Movie,8.4,232,106,Crime
Rocky and Bullwinkle,9.2,13,100,Crime
Crypto Storm,4.8,34,101,Crime
Raktaksha,8.0,1400,118,Crime
Raanti,6.6,1100,115,Crime
Election,5.8,803,120,Crime
Chaari 111,4.8,258,130,Crime
Hakkenden,5.8,76,149,Crime
Dr. Jason II - Lights & Shadows,4.9,329,62,Crime
Played,6.2,11,96,Crime
Naag Bhoomi,5.7,8,130,Crime
Thankamani,4.6,229,156,Crime
Breaking Tradition,6.9,26,87,Crime
Thiragabadara Saami,6.4,96,115,Crime
Abudeka Is Back,5.3,35,120,Crime
Abnormal: Buas,5.6,26,90,Crime
Krishnamma,6.2,366,138,Crime
"Silex and the City, le film",4.9,50,77,Crime
Slide or Die the Movie,9.2,8,127,Crime
Appu,8.6,182,92,Crime
Hide and Seek,8.0,55,130,Crime
Killer Ex,3.9,52,94,Crime
Nenu Keerthana,8.9,2100,155,Crime
Haraa,5.3,2900,136,Crime
Mother Mafia,3.2,51,80,Crime
Shri Swapankumarer Badami Hyenar Kobole,5.6,324,146,Crime
Anthima Theerpu,7.0,1500,133,Crime
Charlotte Link - Ohne Schuld,5.5,41,89,Crime
Sarangadhariya,8.4,3100,150,Crime
Blocking the Horse,5.8,14,94,Crime
Nothing Unusual,8.9,13,92,Crime
The Mystery of Humanoid Puppet,6.7,61,88,Crime
Mobile Suit Gundam: Silver Phantom,6.1,13,90,Crime
Nasha Jurm Aur Gangsters,6.6,2600,137,Crime
The SML YTP Movie 2: Dimension Trouble,8.3,13,94,Crime
Happy Dragons,4.9,9,97,Crime
Surge of Power: Where There's Smoke,6.5,13,68,Crime
Joshua: Imai Pol Kaka,4.5,585,130,Crime
Ajay Gadu,6.9,1000,108,Crime
Di Renjie: Tongtian xuan an,7.2,16,85,Crime
Rock 'n' Roll Ringo,6.3,54,101,Crime
Reeza GTR,7.4,14,91,Crime
Snowstorm,4.5,6,91,Crime
Cândido,6.3,61,99,Crime
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Crime
Fights Break Sphere 3,4.7,8,81,Crime
Supplier Shankara,9.3,71,163,Crime
Shockwaves 2,2.8,148,79,Crime
Wilhelm Gustloff,8.7,8,110,Crime
Chinatown Chacha,5.1,56,103,Crime
Surrender,7.8,15,149,Crime
Bullet,9.0,569,131,Crime
E-mail,5.4,805,119,Crime
Kill the Children first,7.8,26,106,Crime
Inkabi,4.7,79,101,Crime
Joy Hanu Man,8.9,25,143,Crime
The Bodyguard,6.6,30,87,Crime
Bloodlust,8.2,11,97,Crime
Lorry Chapter-1,5.7,2400,183,Crime
Joachim and the Apocalypse,7.2,13,90,Crime
Operation Star,7.7,24,102,Crime
El Duro,5.0,16,90,Crime
Mercy Killing,8.7,2700,131,Crime
Dangerous Boys 2,5.1,9,115,Crime
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50,Crime
Operation Wakaliga: Fate and Blood,6.7,11,66,Crime
Zoloto Umalty,4.9,109,109,Crime
Yao Shen Ling,6.7,66,93,Crime
Ugravatara,7.9,552,122,Crime
Hope & Glory,6.6,145,44,Crime
Kiyma: Orman Kanunlari,4.5,36,81,Crime
Jigar,7.1,18,122,Crime
Jurassic Exorcist,3.8,23,76,Crime
The Dragon's Tomb,6.8,52,77,Crime
Codename: Devil,5.4,5,104,Crime
Zhi Bao,5.7,17,100,Crime
Halloween: Mal Eterno,8.2,225,50,Crime
Kreem,6.8,128,115,Crime
Opportunity,8.9,91,96,Crime
Kohinoor,8.1,22,119,Crime
Framed,4.9,69,0,Crime
Vey Dharuvey,6.4,2300,127,Crime
Mirg,6.1,36,83,Crime
The Very Last Christmas,8.5,12,75,Crime
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,115,99,Crime
Inherited,9.5,21,76,Crime
The Drunken Prodigy,5.7,16,107,Crime
The Delegator,4.2,17,96,Crime
Skhvatka,5.2,23,107,Crime
Inexternal,3.2,19,83,Crime
The Journey of Flower,3.9,26,97,Crime
The Correct Way of Youth,9.3,782,90,Crime
Achilles Curse and the Curse of Treasure,7.4,25,125,Crime
Hocus Focus,7.9,19,85,Crime
Dhil Raja,9.4,131,106,Crime
Raja 420,6.1,21,81,Crime
The Bottom Line,6.5,12,107,Crime
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,37,26,Crime
Combat Code: Hunt,7.4,17,76,Crime
Big Brother,8.5,2000,115,Crime
Kaveri,6.8,1500,101,Crime
Common Creed: Trafficking,6.7,8,106,Crime
Give Me Babies,6.7,6,23,Crime
Agent 86,6.7,6,87,Crime
Gull Lake Vice II: The Delusion Continues,8.2,16,58,Crime
Usire Usire,7.5,1100,151,Crime
Janna Endoro,8.1,15,120,Crime
Dead Hand,4.1,75,92,Crime
Firework,6.2,13,60,Crime
Day of the Diesels,7.7,10,100,Crime
Kaale Angrej,5.5,17,131,Crime
Break War,2.4,15,86,Crime
Klaantha,6.2,518,107,Crime
Mavr,7.5,6,83,Crime
Premalo,7.3,1100,128,Crime
Dheera,7.9,1300,123,Crime
Mr. Natwarlal,6.4,779,130,Crime
Me and the Dragon's Daughter,5.2,10,75,Crime
Heavens: The Boy and His Robot,6.3,22,98,Crime
Max Beyond,6.6,17,93,Crime
Gally Gang Stars,9.0,2000,157,Crime
Rudra: The Beginning,9.4,38,135,Crime
Seetha Kalyana Vaibhogame,8.6,2000,146,Crime
Rooban,6.5,276,125,Crime
Sathyam,7.3,8,134,Crime
Vorovka,4.8,51,90,Crime
Death Game,5.2,14,87,Crime
Kade,6.7,16,92,Crime
Atu Nuvve Itu Nuvve,6.5,12,123,Crime
Lolipop Gang,3.6,7,90,Crime
Useful Idiots,8.3,19,92,Crime
The Deal,8.5,26,130,Crime
Re Xue Ran Shao,4.2,18,113,Crime
Opasni shmatki,5.2,31,92,Crime
Vi possiamo salvare,2.7,103,89,Crime
Seven Heroes Beat the Monster,6.8,51,89,Crime
Jiwa 8 Belas,5.0,19,86,Crime
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,6,109,Crime
Riddle of the Shadow Lotus,6.3,53,92,Crime
AK47,7.2,14,146,Crime
Battling to Survive,7.0,53,74,Crime
Guxim,7.7,34,75,Crime
Leha,2.3,42,98,Crime
Guns Blazin,7.1,9,88,Crime
The ShortCut,7.7,1800,138,Crime
SMB-plush presents trick or death,8.8,16,120,Crime
La Tamalera,8.2,9,115,Crime
Roudhra Rupaya,7.6,2000,132,Crime
Dirty Fellow,6.8,3800,119,Crime
Dheera Bhagat Roy,8.6,1100,150,Crime
Tranquility: Ghost Stories,7.6,53,88,Crime
Blood Vendetta,7.7,237,90,Crime
The Winter Prophecy,7.9,13,52,Crime
Three Old Captors,7.0,50,94,Crime
Oversteer,5.2,19,86,Crime
A Reel Heist,5.2,58,116,Crime
StarGazer: The Need of the Many,5.0,9,47,Crime
No Man Standing,8.6,11,93,Crime
Kallu Compound 1995,8.0,2000,140,Crime
Yentha Panichesav Chanti,9.5,85,135,Crime
Urban Vengeance,4.8,12,79,Crime
Travesty,6.4,5,78,Crime
Kyle and the Last Emerald 2,8.4,7,15,Crime
Krapiva: Tsvetok smerti,6.1,56,81,Crime
Best Cop Ever,4.3,49,122,Crime
Daanvi,1.7,7,117,Crime
The Mirage,8.9,10,106,Crime
War with the Evil,6.3,52,85,Crime
Passazhiry,4.5,32,80,Crime
The Domino File,4.7,7,102,Crime
Cholay,8.6,56,60,Crime
Isle: Alpha One,8.4,7,97,Crime
Out of the Shadow,6.5,6,89,Crime
"La Protegida, La Película",9.3,16,67,Crime
Pithala Maathi,7.6,843,140,Crime
Bad Ass Sista,6.9,8,80,Crime
PW V: Tears of the Fallen,8.2,11,60,Crime
Full Clip for a Snitch,3.9,18,75,Crime
S-99,8.7,2100,119,Crime
El Junior Del Patron,7.4,10,92,Crime
Xiao zi,3.5,12,101,Crime
Drunken Swordsman,6.7,50,91,Crime
Sehnsucht nach Firdaws,8.5,6,103,Crime
Los Hijos De Camelia y Emilio,6.4,29,82,Crime
Sesh Bazi,6.2,10,132,Crime
The End of Hen,9.8,10,67,Crime
Po du xing dong,6.8,5,79,Crime
Speed Fight,6.8,52,87,Crime
The Overseas Killer,6.4,52,104,Crime
The Kills,8.8,9,70,Crime
Jimmy's Friends,7.0,11,94,Crime
El Cartel De Teresa,8.0,9,96,Crime
The Vent,8.9,14,3,Crime
Kyle and the Last Emerald,5.5,18,20,Crime
Captain Superb and the Angel of Destiny,3.3,14,120,Crime
Faster: Only one lap,6.9,24,90,Crime
Mahserin Üç Delisi,5.9,16,78,Crime
Lealtad o Morir,8.2,9,87,Crime
Siete Vidas - El Levanton,9.6,5,45,Crime
Las Hermanas Del Cartel,8.2,5,91,Crime
Piri Reis: The Incredible Chart,6.9,22,138,Crime
Duelo De Capos,6.3,29,83,Crime
Luna de Hiel,5.8,21,83,Crime
Bring Back the Colour,6.4,8,47,Crime
Spider-Man: Dimension Rift,8.4,13,127,Crime
Zen Fist,7.2,8,45,Crime
Killer Lee,1.9,9,87,Crime
Mandya Haida,6.2,230,139,Crime
Action of Intelligenagency,6.7,52,85,Crime
Anger,8.8,18,83,Crime
Gadha17,8.0,11,90,Crime
Runnin' from Wolves,7.2,10,133,Crime
Bush Knife,7.0,7,90,Crime
Whispers of the Imperial City,6.8,53,90,Crime
Jefa De Jefas,8.2,9,82,Crime
Twisters,6.5,168000,122,Horror
Gladiator II,6.5,230000,148,Horror
Sonic the Hedgehog 3,6.9,59000,110,Horror
Kraven the Hunter,5.5,55000,127,Horror
Deadpool & Wolverine,7.6,492000,128,Horror
Civil War,7.0,237000,109,Horror
Dune: Part Two,8.5,625000,166,Horror
The Ministry of Ungentlemanly Warfare,6.8,135000,122,Horror
Venom: The Last Dance,6.0,117000,110,Horror
The Beekeeper,6.3,157000,105,Horror
The Count of Monte-Cristo,7.6,34000,178,Horror
Freaky Tales,7.2,1200,107,Horror
Furiosa: A Mad Max Saga,7.5,285000,148,Horror
Transformers One,7.6,51000,104,Horror
Carry-On,6.5,165000,119,Horror
Borderlands,4.7,48000,101,Horror
Fight or Flight,6.4,7100,97,Horror
The Fall Guy,6.8,221000,126,Horror
The Crow,4.7,35000,111,Horror
Road House,6.2,168000,121,Horror
Rebel Ridge,6.8,88000,131,Horror
Pushpa: The Rule - Part 2,6.1,56000,201,Horror
Madame Web,4.0,101000,116,Horror
The Lord of the Rings: The War of the Rohirrim,6.3,31000,134,Horror
Elevation,5.6,22000,91,Horror
Absolution,5.2,8100,112,Horror
Bad Boys: Ride or Die,6.5,100000,115,Horror
Red One,6.3,140000,123,Horror
Solo Leveling: ReAwakening,8.8,12000,121,Horror
Love Lies Bleeding,6.6,57000,104,Horror
Argylle,5.6,93000,139,Horror
Damsel,6.1,110000,110,Horror
William Tell,5.7,2500,133,Horror
The Union,5.4,53000,107,Horror
Godzilla x Kong: The New Empire,6.0,122000,115,Horror
Kingdom of the Planet of the Apes,6.9,152000,145,Horror
Land of Bad,6.6,51000,113,Horror
Hellboy: The Crooked Man,4.5,14000,99,Horror
Kung Fu Panda 4,6.3,68000,94,Horror
Werewolves,4.4,6600,93,Horror
Homestead,5.3,3600,112,Horror
Survive,4.5,2500,90,Horror
Monkey Man,6.8,92000,121,Horror
Aftermath,5.1,4000,97,Horror
The Killer's Game,5.8,17000,104,Horror
The Instigators,6.2,38000,101,Horror
Beverly Hills Cop: Axel F,6.4,81000,118,Horror
Lift,5.5,49000,107,Horror
Gunner,3.2,2700,106,Horror
Classified,3.7,2600,105,Horror
Blitz,6.2,16000,120,Horror
Uglies,4.7,33000,100,Horror
Maharaja,8.4,67000,141,Horror
The Killer,5.7,13000,126,Horror
Old Guy,5.2,2400,94,Horror
Drive-Away Dolls,5.4,23000,84,Horror
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Horror
Thelma,7.0,23000,98,Horror
Atlas,5.6,56000,118,Horror
Azrael,5.4,11000,86,Horror
Descendants: The Rise of Red,4.7,7000,91,Horror
Arcadian,5.5,23000,92,Horror
Toofan,7.4,8100,145,Horror
Watchmen: Chapter I,7.1,6600,83,Horror
Marco,6.8,21000,145,Horror
Apocalypse Z: The Beginning of the End,6.1,20000,117,Horror
Dirty Angels,4.3,3400,104,Horror
Canary Black,5.3,12000,101,Horror
Cash Out,4.8,3000,92,Horror
Trigger Warning,4.6,19000,106,Horror
Under Paris,5.2,36000,104,Horror
Kalki 2898 AD,7.0,67000,180,Horror
Armor,3.5,4100,89,Horror
Long Gone Heroes,5.2,1100,101,Horror
Trouble,6.2,6900,98,Horror
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Horror
Jackpot!,5.8,30000,106,Horror
11 Rebels,6.3,424,155,Horror
Twilight of the Warriors: Walled In,7.0,9500,126,Horror
Brothers,5.4,13000,89,Horror
Amaran,8.1,19000,167,Horror
The Shadow Strays,6.5,9200,144,Horror
Duchess,4.6,1400,114,Horror
The Silent Hour,6.1,7500,99,Horror
The Fix,4.6,1200,98,Horror
Red Right Hand,5.5,5900,111,Horror
Weekend in Taipei,5.7,4700,100,Horror
Hitpig,5.1,945,86,Horror
Alien: Rubicon,2.4,344,86,Horror
Watchmen: Chapter II,7.0,3100,90,Horror
Hounds of War,4.5,1800,95,Horror
Harbin,6.2,664,108,Horror
Fighter,6.2,52000,166,Horror
Uprising,6.6,5600,126,Horror
No Way Up,4.6,11000,90,Horror
Boneyard,4.1,5000,96,Horror
Role Play,5.5,19000,100,Horror
Hagen,6.0,1200,139,Horror
Cloud,6.3,1200,124,Horror
Damaged,4.7,7300,97,Horror
Bangkok Dog,4.8,202,85,Horror
Megamind vs. The Doom Syndicate,2.5,5600,83,Horror
Chief of Station,4.7,4600,97,Horror
Take Cover,5.1,2500,90,Horror
Relay,7.5,108,112,Horror
The Prosecutor,6.7,2000,117,Horror
Karma,8.0,1400,167,Horror
Baby John,5.2,17000,159,Horror
The Courier,6.0,4400,101,Horror
Viduthalai Part 2,7.8,16000,170,Horror
The Thundermans Return,5.0,1800,70,Horror
Hanu Man,7.7,29000,158,Horror
Revolver,5.4,868,114,Horror
Singham Again,4.7,75000,144,Horror
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Horror
Baby Invasion,4.6,465,80,Horror
My Spy: The Eternal City,5.7,11000,112,Horror
Pusaka,5.2,133,90,Horror
The Roundup: Punishment,6.6,5300,109,Horror
Sikandar Ka Muqaddar,6.0,24000,142,Horror
River of Blood,5.2,1800,86,Horror
Levels,5.0,1500,93,Horror
Darkness of Man,4.8,3200,109,Horror
The Quiet Ones,6.3,694,110,Horror
One More Shot,5.4,3700,103,Horror
Zero,6.1,71,88,Horror
"I, the Executioner",6.4,1800,118,Horror
Jigra,6.0,24000,153,Horror
Prey,3.7,3300,86,Horror
Devara Part 1,6.0,20000,176,Horror
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Horror
Badland Hunters,5.9,12000,107,Horror
The Last of Us: Immunity,5.0,20,64,Horror
My Hero Academia: You're Next,7.0,2200,110,Horror
Aavesham,7.8,28000,155,Horror
London Calling,7.5,23,109,Horror
Sunray: Fallen Soldier,4.3,641,115,Horror
Code 8: Part II,5.7,16000,100,Horror
Raqa,5.6,218,107,Horror
Striking Rescue,5.7,435,106,Horror
Ultraman: Rising,6.9,6400,117,Horror
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Horror
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Horror
Dominique,5.3,2200,100,Horror
The Clean Up Crew,4.1,1200,95,Horror
Utopia,3.6,363,91,Horror
Officer Black Belt,6.8,8300,108,Horror
Mafia Wars,3.4,243,94,Horror
Air Force One Down,4.4,2900,84,Horror
Death Whisperer 2,6.4,1400,110,Horror
Dan Da Dan: First Encounter,8.2,2700,83,Horror
Joe Baby,7.4,32,86,Horror
The Wages of Fear,4.6,4100,104,Horror
Night Call,6.8,2000,97,Horror
Pani,6.9,3000,143,Horror
KA,7.1,1600,151,Horror
Simarik,6.5,2700,111,Horror
Anaconda,4.9,637,84,Horror
Cesium Fallout,6.4,708,136,Horror
Dark Match,5.4,956,94,Horror
Latency,4.2,2600,94,Horror
Article 370,7.8,25000,158,Horror
The Family Star,5.4,5500,159,Horror
Life After Fighting,6.4,2000,126,Horror
Kill Em All 2,4.1,1300,88,Horror
One Fast Move,5.0,2200,108,Horror
40 Acres,6.9,137,113,Horror
Rogue Elements: A Ryan Drake Story,4.7,981,44,Horror
Murder Company,3.7,1600,86,Horror
Elyas,6.1,1400,105,Horror
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Horror
Bougainvillea,6.4,3200,138,Horror
200% Wolf,5.9,1300,98,Horror
Savi,6.1,35000,126,Horror
Handsome Guys,6.5,850,101,Horror
Lights Out,4.9,1800,90,Horror
Rifle Club,7.0,4300,113,Horror
Angels Fallen: Warriors of Peace,4.9,5800,103,Horror
The Greatest of All Time,5.7,22000,183,Horror
Alienoid: The Return to the Future,6.5,2600,122,Horror
Sixty Minutes,5.7,5200,88,Horror
City Hunter,6.3,5600,102,Horror
Vanvaas,6.6,1400,160,Horror
The Twisters,2.5,341,86,Horror
Panda Plan,5.1,1300,99,Horror
Escape,6.4,2000,94,Horror
Bloody Escape: Bats out of Hell,5.5,50,100,Horror
The Tiger's Apprentice,5.7,2200,84,Horror
Arena Wars,4.8,2100,96,Horror
Sorgavaasal,6.6,1400,138,Horror
Golden Kamuy,6.3,2600,127,Horror
Overlord: The Sacred Kingdom,6.9,998,135,Horror
Saripodhaa Sanivaaram,7.0,9100,166,Horror
Agent Recon,2.4,678,85,Horror
All the Lost Ones,3.7,251,106,Horror
Heart of the Hunter,4.7,2200,105,Horror
Freedom,5.9,1400,110,Horror
Khadaan,7.1,2100,137,Horror
Agni,7.2,15000,122,Horror
Paradox Effect,6.0,8600,87,Horror
Operation Blood Hunt,3.4,489,93,Horror
Wynonna Earp: Vengeance,5.6,1500,96,Horror
Everybody Loves Jenifa,8.3,88,135,Horror
The Last Kumite,4.6,2300,105,Horror
Hijack 1971,6.8,3300,100,Horror
Bade Miyan Chote Miyan,3.8,39000,163,Horror
Die Hart 2: Die Harter,4.3,5500,92,Horror
Outlaw,5.2,936,82,Horror
Sheriff,6.9,1100,133,Horror
Kahar: Kapla High Council,6.9,465,102,Horror
Kanguva,4.5,15000,152,Horror
How to Rob a Bank,6.6,4200,88,Horror
Bad Boyz,3.2,684,150,Horror
Guntur Kaaram,5.4,25000,159,Horror
Yodha,5.7,8900,130,Horror
A.R.M,7.1,8700,150,Horror
Hellhound,4.3,507,103,Horror
Tales Beyond the Galaxy,4.7,182,76,Horror
Devil's Knight,5.2,899,90,Horror
72 Hours,4.1,288,87,Horror
Nice Girls,4.2,1200,92,Horror
A Legend,4.7,913,129,Horror
Black Heat,8.5,119,93,Horror
Bonnie,7.3,37,120,Horror
Vettaiyan,7.0,39000,163,Horror
The Hangman,3.3,1000,92,Horror
Continental Split,3.6,546,88,Horror
Chandu Champion,7.8,34000,142,Horror
Mahadev Ka Gorakhpur,7.6,389,131,Horror
Fight Another Day,4.9,359,97,Horror
Wanted Man,4.8,2600,85,Horror
Ferry 2,5.6,3800,94,Horror
Ryan's World the Movie: Titan Universe Adventure,1.8,691,80,Horror
12 to Midnight,3.6,285,96,Horror
The Last Front,5.5,614,98,Horror
Bagheera,6.7,7400,158,Horror
The Lockdown,4.3,613,117,Horror
WWII: Operation Phoenix,6.2,78,106,Horror
Alien Country,4.4,364,96,Horror
Snow White and the Seven Samurai,3.2,298,88,Horror
War of the Worlds: Extinction,3.0,207,84,Horror
Raayan,6.5,11000,145,Horror
The Firefighters,5.7,202,106,Horror
Thangalaan,6.6,6600,156,Horror
Drive Back,4.6,380,94,Horror
Vedaa,6.0,4300,145,Horror
Cells at Work!,6.7,245,109,Horror
Rats!,6.6,129,85,Horror
Jacob Tyler,4.3,59,133,Horror
Dirty Money,5.6,140,100,Horror
"Love, Courage and the Battle of Bushy Run",5.0,183,113,Horror
Bionic,4.3,1700,110,Horror
Max,7.1,3400,132,Horror
The Ballad of Davy Crockett,4.6,248,96,Horror
Mura,7.3,6300,129,Horror
Auron Mein Kahan Dum Tha,6.5,41000,150,Horror
Shark Warning,3.4,280,94,Horror
Terminator: Skynet Rising,6.7,268,88,Horror
Citizen of a Kind,6.7,828,114,Horror
Escape from the 21st Century,6.5,887,98,Horror
Art of Eight Limbs,4.0,316,101,Horror
Kingdom 4: Return of the Great General,7.1,1300,145,Horror
Invasion,4.8,683,91,Horror
Get Fast,3.7,460,88,Horror
Eagle,5.9,4900,159,Horror
Mission: Cross,6.1,2600,105,Horror
Don't Mess with Grandma,6.0,156,81,Horror
GTMax,5.0,1300,100,Horror
Bhaiyya Ji,4.8,7400,150,Horror
School of Magical Animals 3,5.8,315,105,Horror
Naam,6.3,278,136,Horror
Virunnu,6.9,901,125,Horror
The Friendly,8.1,15,101,Horror
Yolo,6.9,3700,129,Horror
Operation Undead,4.6,407,110,Horror
Stuntman,6.9,174,114,Horror
5 Pounds of Pressure,6.7,16,111,Horror
Roadkill,3.7,686,90,Horror
The Bouncer,4.1,93,78,Horror
Conquer: Lahad Datu,6.6,517,120,Horror
Cassino in Ischia,4.4,242,113,Horror
Martin,2.2,36000,147,Horror
Big City Greens the Movie: Spacecation,6.2,543,83,Horror
Pimpinero: Blood and Oil,5.6,552,121,Horror
Tillu Square,6.6,3400,137,Horror
The Last Ronin,4.9,577,115,Horror
Hunting with Tigers,5.6,537,109,Horror
Six jours,6.1,104,95,Horror
Snatched,4.9,210,101,Horror
Sons of Rizk 3,6.7,1700,125,Horror
Warrior Awang and Master Tok Gajah,4.6,476,118,Horror
Nothing Even Matters,5.5,77,90,Horror
Taken from Rio Bravo,3.0,315,80,Horror
Crakk: Jeetega... Toh Jiyegaa,4.7,6500,154,Horror
No Time to Spy: A Loud House Movie,6.4,450,81,Horror
American Underdog,8.7,24,89,Horror
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,661,174,Horror
Ka Whawhai Tonu,7.3,179,115,Horror
Troubleshooters,6.5,418,110,Horror
I Heart Robots,4.6,2400,76,Horror
The Charisma Killers,6.2,658,101,Horror
Yudhra,5.0,13000,142,Horror
UI,6.8,5700,135,Horror
Je Jatt Vigarh Gya,5.6,825,132,Horror
Spiders on a Plane,5.1,374,78,Horror
The Moon Thieves,6.1,254,108,Horror
Deaner '89,5.9,420,90,Horror
Barroz: Guardian of Treasures,3.5,1000,155,Horror
Nu Huo 12 Xiao Shi,6.0,50,86,Horror
Non Negotiable,5.4,1200,87,Horror
Big Rage,3.6,165,115,Horror
Customs Frontline,5.4,492,115,Horror
Agents,3.3,936,82,Horror
Sasan,8.7,73,155,Horror
Razakar: The Silent Genocide of Hyderabad,7.4,5300,166,Horror
Tiger's Trigger,4.2,18,84,Horror
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,471,72,Horror
Garudan,7.1,3300,133,Horror
Mongol,8.6,95,155,Horror
Ghost Killer,7.0,76,105,Horror
Checkmate,4.3,390,104,Horror
Rajakili,6.7,588,122,Horror
Crisis Negotiators,6.7,717,120,Horror
Baby Assassins: Nice Days,7.3,307,103,Horror
Lady Scorpions,3.6,369,101,Horror
The Kingdom,7.9,91,133,Horror
Mirza: Part 1 - Joker,6.8,241,165,Horror
Love You to Debt,6.2,759,135,Horror
Mr. Bachchan,3.6,5300,150,Horror
The Experts,6.1,281,121,Horror
Black Creek,7.7,10,116,Horror
Go for Broke,5.7,272,115,Horror
Babu,7.4,186,142,Horror
Eye for an Eye 2,6.6,507,90,Horror
Crosspoint,6.5,43,100,Horror
Ayalaan,6.0,4000,155,Horror
Iron Fighter,3.7,65,80,Horror
The Day Everything Changed,8.0,80,97,Horror
Lal Salaam,4.5,1300,150,Horror
Midas,4.7,340,85,Horror
Mobile Suit Gundam SEED Freedom,6.6,953,124,Horror
Paradise,6.9,78,83,Horror
Rendel: Cycle of Revenge,3.6,245,99,Horror
(Pri)sons,5.0,275,100,Horror
Breaking and Re-entering,5.8,445,109,Horror
The Plot,4.8,383,100,Horror
Baki Hanma VS Kengan Ashura,5.7,1900,62,Horror
UmroAyyar - A New Beginning,6.9,675,135,Horror
Purushothamudu,5.1,2300,120,Horror
Bidurbhai,9.2,380,148,Horror
Aserb: The Squadron,5.2,307,120,Horror
Sikaar,8.3,677,150,Horror
6 Hours Away,3.9,247,93,Horror
Kizumonogatari: Koyomi Vamp,7.0,91,144,Horror
Harom Hara,6.6,3000,154,Horror
Gandhi 3,5.5,239,143,Horror
Yuva,5.8,839,153,Horror
Appudo Ippudo Eppudo,4.7,231,120,Horror
Hit List,5.5,313,125,Horror
Road Wars: Max Fury,2.0,350,83,Horror
Ruslaan,3.3,1200,120,Horror
Malayalee from India,5.6,5000,160,Horror
Fighting the Fire,8.5,1700,115,Horror
Bangkok Breaking: Heaven and Hell,5.8,669,146,Horror
Star Abyss,3.8,251,86,Horror
Siren,6.4,2900,154,Horror
Sabari,6.5,5400,129,Horror
They Call Her Death,6.8,28,92,Horror
Bachhala Malli,8.3,3900,140,Horror
Correr para Vivir,7.0,197,97,Horror
The Heist,6.9,2000,120,Horror
Anunnakiler,2.5,453,76,Horror
First Nights at Freddy's,9.3,16,98,Horror
Hunt the Wicked,5.3,114,102,Horror
Malaikottai Vaaliban,6.0,4100,156,Horror
Bureau 749,4.0,533,123,Horror
